Type,Instance,Batch,"Original (c,A,b)_0","Original (c,A,b)_1","Original (c,A,b)_2","Original (c,A,b)_3","Original (c,A,b)_4","Original (c,A,b)_5","Original (c,A,b)_6","Original (c,A,b)_7","Original (c,A,b)_8","Original (c,A,b)_9","Original (c,A,b)_10","Original (c,A,b)_11","Original (c,A,b)_12","Original (c,A,b)_13","Original (c,A,b)_14","Original (c,A,b)_15","Original (c,A,b)_16","Original (c,A,b)_17","Original (c,A,b)_18","Original (c,A,b)_19","Original (c,A,b)_20","Original (c,A,b)_21","Original (c,A,b)_22","Original (c,A,b)_23","Original (c,A,b)_24","Original (c,A,b)_25","Original (c,A,b)_26","Original (c,A,b)_27","Original (c,A,b)_28","Original (c,A,b)_29","Original (c,A,b)_30","Original (c,A,b)_31","Original (c,A,b)_32","Original (c,A,b)_33","Original (c,A,b)_34","Original (c,A,b)_35","Original (c,A,b)_36","Original (c,A,b)_37","Original (c,A,b)_38","Original (c,A,b)_39","Original (c,A,b)_40","Original (c,A,b)_41","Original (c,A,b)_42","Original (c,A,b)_43","Original (c,A,b)_44","Original (c,A,b)_45","Original (c,A,b)_46","Original (c,A,b)_47","Original (c,A,b)_48","Original (c,A,b)_49","Original (c,A,b)_50",Samples_0,Samples_1,Samples_2,Samples_3,Samples_4,Samples_5,Samples_6,Samples_7,Samples_8,Samples_9,Samples_10,Samples_11,Samples_12,Samples_13,Samples_14,Samples_15,Samples_16,Samples_17,Samples_18,Samples_19,Samples_20,Samples_21,Samples_22,Samples_23,Samples_24,Samples_25,Samples_26,Samples_27,Samples_28,Samples_29,Samples_30,Samples_31,Samples_32,Samples_33,Samples_34,Samples_35,Samples_36,Samples_37,Samples_38,Samples_39,Samples_40,Samples_41,Samples_42,Samples_43,Samples_44,Samples_45,Samples_46,Samples_47,Samples_48,Samples_49,Samples_50,Actuals_0,Actuals_1,Actuals_2,Actuals_3,Actuals_4,Actuals_5,Actuals_6,Actuals_7,Actuals_8,Actuals_9,Actuals_10,Actuals_11,Actuals_12,Actuals_13,Actuals_14,Actuals_15,Actuals_16,Actuals_17,Actuals_18,Actuals_19,Actuals_20,Actuals_21,Actuals_22,Actuals_23,Actuals_24,Actuals_25,Weight
2,3,0,0.0511578628727107,0.0976237324050249,0.071136673225367,0.1065536552141667,0.1098834569396095,0.0251248675647041,0.0172544271227486,0.1419706372029665,0.0544876645981534,0.0507037990010594,0.1658846677766005,0.0864234902376267,0.1418192825790828,0.0873316179809293,0.1120024216739821,0.0379900105948236,0.1112456485545633,0.1466626305433631,0.094445285303466,0.1274405933101256,0.1168457696382624,0.0249735129408203,0.1300136219161495,0.1047373997275616,0.0608445588012713,0.0360224004843348,0.082488270016649,0.056001210836991,0.0914181928257908,0.0947479945512335,0.0099894051763281,0.0021189647343726,0.1268351748145905,0.0393522022097775,0.0355683366126835,0.1507492053882246,0.0712880278492508,0.1266838201907068,0.0721961555925533,0.0968669592856061,0.0228545482064477,0.0961101861661873,0.1315271681549871,0.07930982291509,0.1123051309217496,0.1017103072498864,0.0098380505524443,0.1148781595277735,0.0896019373391857,0.0457090964128954,1.0,0.0511578628727107,0.0976237324050249,0.071136673225367,0.1065536552141667,0.1098834569396095,0.0251248675647041,0.0172544271227486,0.1419706372029665,0.0544876645981534,0.0507037990010594,0.1658846677766005,0.0864234902376267,0.1418192825790828,0.0873316179809293,0.1120024216739821,0.0379900105948236,0.1112456485545633,0.1466626305433631,0.094445285303466,0.1274405933101256,0.1168457696382624,0.0249735129408203,0.1300136219161495,0.1047373997275616,0.0608445588012713,0.0360224004843348,0.082488270016649,0.056001210836991,0.0914181928257908,0.0947479945512335,0.0099894051763281,0.0021189647343726,0.1268351748145905,0.0393522022097775,0.0355683366126835,0.1507492053882246,0.0712880278492508,0.1266838201907068,0.0721961555925533,0.0968669592856061,0.0228545482064477,0.0961101861661873,0.1315271681549871,0.07930982291509,0.1123051309217496,0.1017103072498864,0.0098380505524443,0.1148781595277735,0.0896019373391857,0.0457090964128954,1.0,1.2675192977145449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6749999999999977,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
2,3,0,0.0511578628727107,0.0976237324050249,0.071136673225367,0.1065536552141667,0.1098834569396095,0.0251248675647041,0.0172544271227486,0.1419706372029665,0.0544876645981534,0.0507037990010594,0.1658846677766005,0.0864234902376267,0.1418192825790828,0.0873316179809293,0.1120024216739821,0.0379900105948236,0.1112456485545633,0.1466626305433631,0.094445285303466,0.1274405933101256,0.1168457696382624,0.0249735129408203,0.1300136219161495,0.1047373997275616,0.0608445588012713,0.0360224004843348,0.082488270016649,0.056001210836991,0.0914181928257908,0.0947479945512335,0.0099894051763281,0.0021189647343726,0.1268351748145905,0.0393522022097775,0.0355683366126835,0.1507492053882246,0.0712880278492508,0.1266838201907068,0.0721961555925533,0.0968669592856061,0.0228545482064477,0.0961101861661873,0.1315271681549871,0.07930982291509,0.1123051309217496,0.1017103072498864,0.0098380505524443,0.1148781595277735,0.0896019373391857,0.0457090964128954,1.0,0.0562400297780474,0.0949241569772842,0.0803515548027039,0.1390105348542833,0.1047375404858743,0.0239483355576339,0.0227041096100451,0.1637612767048714,0.0493715520225039,0.0562057700802572,0.1505098897738017,0.0783734920754164,0.1486822657320228,0.0539136460975465,0.0733634267879629,0.0337177487561833,0.0887110375829937,0.1558802986312946,0.0772935667284626,0.0914436289836744,0.1510967413230646,0.0238458274684341,0.1317695392107439,0.0748925156694502,0.0542200134627176,0.0368215400741924,0.063499576216281,0.0602091196242742,0.0804363321110653,0.0892205149880251,0.008787266946961,0.002903947164617,0.126492790242761,0.0310275513386246,0.0414196474752307,0.1139409633609463,0.0742659226047295,0.0770321206693696,0.0530181702641274,0.1006808291495758,0.0262300122167188,0.0994042336478169,0.1284849899380844,0.0745337267598369,0.0790960097819697,0.087067192128311,0.0089316930494207,0.1391662106765599,0.095759710229288,0.0295917019246391,1.0,1.4950068113546338,1.0,1.0,1.0,1.0,0.8644150454506276,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6238103140811818
2,3,0,0.0511578628727107,0.0976237324050249,0.071136673225367,0.1065536552141667,0.1098834569396095,0.0251248675647041,0.0172544271227486,0.1419706372029665,0.0544876645981534,0.0507037990010594,0.1658846677766005,0.0864234902376267,0.1418192825790828,0.0873316179809293,0.1120024216739821,0.0379900105948236,0.1112456485545633,0.1466626305433631,0.094445285303466,0.1274405933101256,0.1168457696382624,0.0249735129408203,0.1300136219161495,0.1047373997275616,0.0608445588012713,0.0360224004843348,0.082488270016649,0.056001210836991,0.0914181928257908,0.0947479945512335,0.0099894051763281,0.0021189647343726,0.1268351748145905,0.0393522022097775,0.0355683366126835,0.1507492053882246,0.0712880278492508,0.1266838201907068,0.0721961555925533,0.0968669592856061,0.0228545482064477,0.0961101861661873,0.1315271681549871,0.07930982291509,0.1123051309217496,0.1017103072498864,0.0098380505524443,0.1148781595277735,0.0896019373391857,0.0457090964128954,1.0,0.0544737515258193,0.0901050985055691,0.0615058773984016,0.1195889240909329,0.1325414152665978,0.0298045254963913,0.0143583836038328,0.1331908215968385,0.0580976187469436,0.0605965678094745,0.1499871359261862,0.0832144308861801,0.1104393561179461,0.0664382859968352,0.1302033936301409,0.0482947252057295,0.1096434860190239,0.1760987854716927,0.101276248815793,0.1109977044535336,0.1252912791721657,0.0326555481600389,0.1290820472954306,0.1375127413295986,0.0289651117952451,0.0419437807186712,0.0839243424304466,0.0526522561019412,0.0930959136984242,0.0570843608130722,0.0095505268776365,0.0022703065234195,0.1643249647190371,0.0352731873240154,0.0298169820893022,0.1356213102645618,0.0843394701812525,0.1350133094834313,0.0645468255729717,0.1068106903948099,0.0232982809127154,0.1147295162399995,0.11305935708856,0.0741124575505606,0.1034979794271511,0.0719393962420225,0.0104206998035174,0.1208760693683831,0.0896935724635186,0.0435645432335615,1.0,1.489573407256105,1.0,0.6357740744584437,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.7069012251162898
2,3,0,0.0511578628727107,0.0976237324050249,0.071136673225367,0.1065536552141667,0.1098834569396095,0.0251248675647041,0.0172544271227486,0.1419706372029665,0.0544876645981534,0.0507037990010594,0.1658846677766005,0.0864234902376267,0.1418192825790828,0.0873316179809293,0.1120024216739821,0.0379900105948236,0.1112456485545633,0.1466626305433631,0.094445285303466,0.1274405933101256,0.1168457696382624,0.0249735129408203,0.1300136219161495,0.1047373997275616,0.0608445588012713,0.0360224004843348,0.082488270016649,0.056001210836991,0.0914181928257908,0.0947479945512335,0.0099894051763281,0.0021189647343726,0.1268351748145905,0.0393522022097775,0.0355683366126835,0.1507492053882246,0.0712880278492508,0.1266838201907068,0.0721961555925533,0.0968669592856061,0.0228545482064477,0.0961101861661873,0.1315271681549871,0.07930982291509,0.1123051309217496,0.1017103072498864,0.0098380505524443,0.1148781595277735,0.0896019373391857,0.0457090964128954,1.0,0.0366763944055383,0.0894107391196108,0.0662607591110161,0.089456540108006,0.1063389306290442,0.0271552124180782,0.0237634385572271,0.1469276218688138,0.0572943284595185,0.0499488608511679,0.1022257226587634,0.0859652059064173,0.1435276436117676,0.1303554018133498,0.1076934428957762,0.0402811679408426,0.110473341887896,0.1123823514922559,0.1160321306571022,0.1466059516731425,0.135331516970402,0.0204313930667131,0.1664900957497838,0.0753721527031252,0.0679859709916061,0.051803494443553,0.0661467444469131,0.0496585391265922,0.0932401823675778,0.0852073328446574,0.0068913641153211,0.0021480212395121,0.0998876793672627,0.0430795832288526,0.0290278584820661,0.1974794813802775,0.0601207113458341,0.1185238235488375,0.0839427187130417,0.0730209425603835,0.0238942470145368,0.1212361328581608,0.0892416246152957,0.0822384786399554,0.1181423651682255,0.1176141961505782,0.0074042138275442,0.0845398344382937,0.09895533243061,0.048424076625289,1.0,1.4955336451413628,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5512504280400478,0.0,1.0,1.0,0.0,1.0,0.5655274297957582
2,3,0,0.0511578628727107,0.0976237324050249,0.071136673225367,0.1065536552141667,0.1098834569396095,0.0251248675647041,0.0172544271227486,0.1419706372029665,0.0544876645981534,0.0507037990010594,0.1658846677766005,0.0864234902376267,0.1418192825790828,0.0873316179809293,0.1120024216739821,0.0379900105948236,0.1112456485545633,0.1466626305433631,0.094445285303466,0.1274405933101256,0.1168457696382624,0.0249735129408203,0.1300136219161495,0.1047373997275616,0.0608445588012713,0.0360224004843348,0.082488270016649,0.056001210836991,0.0914181928257908,0.0947479945512335,0.0099894051763281,0.0021189647343726,0.1268351748145905,0.0393522022097775,0.0355683366126835,0.1507492053882246,0.0712880278492508,0.1266838201907068,0.0721961555925533,0.0968669592856061,0.0228545482064477,0.0961101861661873,0.1315271681549871,0.07930982291509,0.1123051309217496,0.1017103072498864,0.0098380505524443,0.1148781595277735,0.0896019373391857,0.0457090964128954,1.0,0.0537207986504285,0.1043880458642515,0.0614617339445469,0.1115031512880686,0.1163242202395896,0.0215352706101898,0.0236930011887544,0.1554247095448844,0.0415053955201164,0.0573617514421774,0.1335477187658802,0.1000280099511711,0.1746815213419082,0.0729973150389303,0.1335825135656363,0.0411263209523554,0.1295357716844543,0.202300360229807,0.0898101351782718,0.1082292765131222,0.0960585700114755,0.0208987831990526,0.1280087674167787,0.1118836738784052,0.0642115847231926,0.0419818257384765,0.0827027707302394,0.0722811444997187,0.0865793029430687,0.1462941092261269,0.0112394141048127,0.0017557074076032,0.0996698073747476,0.0431494726188354,0.0339786966989079,0.1722762068144611,0.0780352632412332,0.1248385712155652,0.0599691053876606,0.0675192303980943,0.0208135687070646,0.1125719156771728,0.1371589969320159,0.0595499585274683,0.116194952231923,0.1095484570660747,0.0080989637247442,0.1184100909766204,0.0906450601277442,0.0352602685047722,1.0,1.4907046947925668,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.3363831008156391,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.6611969997074846
2,3,0,0.0511578628727107,0.0976237324050249,0.071136673225367,0.1065536552141667,0.1098834569396095,0.0251248675647041,0.0172544271227486,0.1419706372029665,0.0544876645981534,0.0507037990010594,0.1658846677766005,0.0864234902376267,0.1418192825790828,0.0873316179809293,0.1120024216739821,0.0379900105948236,0.1112456485545633,0.1466626305433631,0.094445285303466,0.1274405933101256,0.1168457696382624,0.0249735129408203,0.1300136219161495,0.1047373997275616,0.0608445588012713,0.0360224004843348,0.082488270016649,0.056001210836991,0.0914181928257908,0.0947479945512335,0.0099894051763281,0.0021189647343726,0.1268351748145905,0.0393522022097775,0.0355683366126835,0.1507492053882246,0.0712880278492508,0.1266838201907068,0.0721961555925533,0.0968669592856061,0.0228545482064477,0.0961101861661873,0.1315271681549871,0.07930982291509,0.1123051309217496,0.1017103072498864,0.0098380505524443,0.1148781595277735,0.0896019373391857,0.0457090964128954,1.0,0.054818590216368,0.1085729081128352,0.0865456056997844,0.1290109473174684,0.0796068424054231,0.0204123215793579,0.019031754819488,0.1565591409703542,0.0601004137148532,0.0897734236225013,0.1848250643172305,0.1060513994412932,0.1688784517146399,0.0987090283639608,0.1049402378981729,0.0437566603403605,0.094050960112453,0.1397161425781423,0.0852772255533415,0.1295274110901554,0.1709373819728151,0.0156470786505936,0.1478582565016409,0.070955066358007,0.0551016615696276,0.0438677233866575,0.0835487395310133,0.043930208329534,0.0783398383413646,0.1076260993138522,0.0085302195340296,0.0022106983579278,0.1279911972707551,0.0342238204819884,0.0508196416222627,0.1698617631672087,0.0424143436259805,0.1314079691679131,0.0626404678766604,0.113381484312686,0.0192320075222237,0.0939047180163014,0.1448110775067055,0.0930424011425804,0.0853452418938887,0.0949058625553165,0.0089035433562747,0.0998675075670214,0.121239561381759,0.0494113660272501,1.0,1.5839541403048514,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8579665570097246,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6448435715565329
2,3,0,0.0511578628727107,0.0976237324050249,0.071136673225367,0.1065536552141667,0.1098834569396095,0.0251248675647041,0.0172544271227486,0.1419706372029665,0.0544876645981534,0.0507037990010594,0.1658846677766005,0.0864234902376267,0.1418192825790828,0.0873316179809293,0.1120024216739821,0.0379900105948236,0.1112456485545633,0.1466626305433631,0.094445285303466,0.1274405933101256,0.1168457696382624,0.0249735129408203,0.1300136219161495,0.1047373997275616,0.0608445588012713,0.0360224004843348,0.082488270016649,0.056001210836991,0.0914181928257908,0.0947479945512335,0.0099894051763281,0.0021189647343726,0.1268351748145905,0.0393522022097775,0.0355683366126835,0.1507492053882246,0.0712880278492508,0.1266838201907068,0.0721961555925533,0.0968669592856061,0.0228545482064477,0.0961101861661873,0.1315271681549871,0.07930982291509,0.1123051309217496,0.1017103072498864,0.0098380505524443,0.1148781595277735,0.0896019373391857,0.0457090964128954,1.0,0.038257037185856,0.1155447542258311,0.101329299609382,0.1285562446928411,0.0764927320937607,0.0226916041744877,0.0216263923416762,0.1218769802103703,0.0593242014267486,0.0585591768699508,0.1351319571106529,0.0853946124319271,0.0498844408159612,0.069439331949451,0.1063447727552311,0.0285093513342461,0.1475653793972983,0.1047129712352397,0.0861332598850032,0.1307729246579351,0.1505271069822625,0.0178018085380775,0.1602590483759985,0.1049517565680506,0.0489006666347426,0.0393516157673576,0.0857722880002282,0.049278636459853,0.0926944289188427,0.0874464564360387,0.0102161993275793,0.0023995710441439,0.1670677188415258,0.0296100490481313,0.0507420264278559,0.0918940684630116,0.0691239358328512,0.141589874430985,0.0762534621132014,0.0848031574788805,0.0219032402057227,0.0866337038441544,0.1160236726567422,0.0927861812876953,0.120324065100229,0.0876150976838153,0.0116081123627413,0.1219385602041878,0.1041687414667069,0.0514650495008606,1.0,1.4519436837685344,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.8623954369523914,1.0,1.0,1.0,0.0,0.0,0.470997159632242
2,3,0,0.0511578628727107,0.0976237324050249,0.071136673225367,0.1065536552141667,0.1098834569396095,0.0251248675647041,0.0172544271227486,0.1419706372029665,0.0544876645981534,0.0507037990010594,0.1658846677766005,0.0864234902376267,0.1418192825790828,0.0873316179809293,0.1120024216739821,0.0379900105948236,0.1112456485545633,0.1466626305433631,0.094445285303466,0.1274405933101256,0.1168457696382624,0.0249735129408203,0.1300136219161495,0.1047373997275616,0.0608445588012713,0.0360224004843348,0.082488270016649,0.056001210836991,0.0914181928257908,0.0947479945512335,0.0099894051763281,0.0021189647343726,0.1268351748145905,0.0393522022097775,0.0355683366126835,0.1507492053882246,0.0712880278492508,0.1266838201907068,0.0721961555925533,0.0968669592856061,0.0228545482064477,0.0961101861661873,0.1315271681549871,0.07930982291509,0.1123051309217496,0.1017103072498864,0.0098380505524443,0.1148781595277735,0.0896019373391857,0.0457090964128954,1.0,0.0426759402545282,0.0866863396117134,0.081768669423579,0.1195610917773621,0.1094241090595437,0.0257144345581733,0.0216635022890837,0.1251734837981532,0.0604496763196977,0.0486534118793596,0.1586626729608889,0.1054155163458357,0.1652312734675884,0.1015406405319318,0.1412457792430514,0.0381495978280557,0.1264185086696473,0.1375617228049323,0.1005684820327769,0.1241234916973636,0.1191124832745384,0.0279461452761341,0.1087376550053714,0.148567640223228,0.0486024220565194,0.027274802789663,0.1015943825051471,0.0648680247242708,0.102829373982125,0.1066548899288463,0.009964937581114,0.0017387146601846,0.1287581116926394,0.0340226412897487,0.042505013995858,0.1463154487066405,0.0595184144183661,0.1185409429555454,0.0781585682969418,0.0859457026246543,0.0190962530730882,0.1007943508187487,0.1379711200331006,0.0712687082217505,0.1017251272054246,0.1064306813350789,0.0069887851612736,0.0825407899272951,0.0767271385203135,0.0437578011255644,1.0,1.4909402725029204,1.0,0.0,1.0,0.5915245359967866,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.7802822043765489
2,3,0,0.0511578628727107,0.0976237324050249,0.071136673225367,0.1065536552141667,0.1098834569396095,0.0251248675647041,0.0172544271227486,0.1419706372029665,0.0544876645981534,0.0507037990010594,0.1658846677766005,0.0864234902376267,0.1418192825790828,0.0873316179809293,0.1120024216739821,0.0379900105948236,0.1112456485545633,0.1466626305433631,0.094445285303466,0.1274405933101256,0.1168457696382624,0.0249735129408203,0.1300136219161495,0.1047373997275616,0.0608445588012713,0.0360224004843348,0.082488270016649,0.056001210836991,0.0914181928257908,0.0947479945512335,0.0099894051763281,0.0021189647343726,0.1268351748145905,0.0393522022097775,0.0355683366126835,0.1507492053882246,0.0712880278492508,0.1266838201907068,0.0721961555925533,0.0968669592856061,0.0228545482064477,0.0961101861661873,0.1315271681549871,0.07930982291509,0.1123051309217496,0.1017103072498864,0.0098380505524443,0.1148781595277735,0.0896019373391857,0.0457090964128954,1.0,0.0543389361941009,0.1264296885101395,0.0833388836962297,0.10314524821873,0.1094655436071635,0.0200871840614537,0.0171905404115897,0.1337744270226399,0.0580045007332136,0.0423150487031927,0.183114992571767,0.1129164195345685,0.1387344253336135,0.0943480449114905,0.1274619813490607,0.034941536599263,0.1162315112496036,0.1470319974680659,0.0962902947024208,0.107738028212311,0.1174185516733132,0.0274608662950052,0.1677473091901299,0.1248317061192965,0.0870464461304569,0.0304940602401284,0.0968795140612311,0.0580546857007171,0.1314557581856659,0.0794310662439132,0.0083117408329368,0.0018649463588249,0.0729582377184314,0.03521427862458,0.0301681194047186,0.1552835541495475,0.0761606497530208,0.1742199180391613,0.0859195450526637,0.0856903787006527,0.0187479759233055,0.1055658747966287,0.0967978611502667,0.1083603569943296,0.1387965663561433,0.0921663073039394,0.0064672697323775,0.1459842328436975,0.0875493389317527,0.0570249894419853,1.0,1.5019053340325628,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4251485628261541,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6060205056112646
2,3,0,0.0511578628727107,0.0976237324050249,0.071136673225367,0.1065536552141667,0.1098834569396095,0.0251248675647041,0.0172544271227486,0.1419706372029665,0.0544876645981534,0.0507037990010594,0.1658846677766005,0.0864234902376267,0.1418192825790828,0.0873316179809293,0.1120024216739821,0.0379900105948236,0.1112456485545633,0.1466626305433631,0.094445285303466,0.1274405933101256,0.1168457696382624,0.0249735129408203,0.1300136219161495,0.1047373997275616,0.0608445588012713,0.0360224004843348,0.082488270016649,0.056001210836991,0.0914181928257908,0.0947479945512335,0.0099894051763281,0.0021189647343726,0.1268351748145905,0.0393522022097775,0.0355683366126835,0.1507492053882246,0.0712880278492508,0.1266838201907068,0.0721961555925533,0.0968669592856061,0.0228545482064477,0.0961101861661873,0.1315271681549871,0.07930982291509,0.1123051309217496,0.1017103072498864,0.0098380505524443,0.1148781595277735,0.0896019373391857,0.0457090964128954,1.0,0.0348443605668988,0.085921087034806,0.0712112770960358,0.1075548460121198,0.0999925069685506,0.0282546719772872,0.0135701913440406,0.1379278959603458,0.0557985902048216,0.0559205996491503,0.1894938673039329,0.0669843912686719,0.0983058883614567,0.109647934803555,0.1194464164935643,0.0323030083040504,0.1457574300593024,0.1500556597738695,0.1167210971047624,0.1291615123761862,0.16500370510092,0.0337409183896815,0.1235398757819426,0.1250893627383204,0.0686980817839633,0.0458826793005206,0.0665692966243028,0.0636851533282707,0.1107700435918617,0.0614205866959022,0.0076253954340565,0.0012547525203983,0.1200011222259864,0.044999575798606,0.0462556048809616,0.1529831512425638,0.0945081859229326,0.0917165151952213,0.0476006228674917,0.0957908119481206,0.0246100766698905,0.0954817265009914,0.0771422072064582,0.077896204004701,0.0830054073142242,0.11533282738955,0.010559372967952,0.0932838275216448,0.0803932430736091,0.0360259578141224,1.0,1.579152476721258,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5779539692325123,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5956149952651205
